obsid,leadid,ccode,"
idacr",leader,startdate,eindate,enddate,eoutdate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,ebirthdate,deathdate,edeathdate,dbpediauri,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur,Living_Abroad_Civilian,Military_Service_Abroad,Diplomatic,First_Gen_Immigrant,Study_Abroad_Civilian,Study_Abroad_Military,Exile_Abroad,Living_Abroad_Under_18,Foreign_Language,Which_language,foreign_country_1,Year_Arrival_Country_1,Year_Departure_Country_1,Country_1_military_only,foreign_country_2,Year_Arrival_Country_2,Year_Departure_Country_2,Country_2_military_only,foreign_country_3,Year_Arrival_Country_3,Year_Departure_Country_3,Country_3_military_only,foreign_country_n,Year of first departure,Year of final return,Multiple Foreign Experience,Less than one year,Between 1 and 5 years,Between 5 and 10 years,More than 10 years,travel/Tourism,travel_country_1,travel_country_2,travel_country_3,Notes,Sources,Coder_1,Coder_2 ,Coder_3,Revision_Coder_2_3,Revision Note
GDR-1946,82144396-1e42-11e4-b4cd-db5882bf8def,265,GDR,Wilhelm Pieck,1946-04-22,4/22/1946,1950-07-25,7/25/1950,Irregular,Regular,Regular,0,OK,M,1876,1960,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Wilhelm-5FPieck&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=MyMez7LcQlRlB1_SBqFOtmowgqHj8Id1rCA4pMyxiTU&e=,1,1,0,0,NA,NA,1,0,0,0,0,0,1,0,0,,FRN,1914,1918,1,Russia,1933,1945,0,,,,,,1933,1945,1,0,0,0,1,1,Netherlands,,,"As a member of the German Communist Party (KPD), Pieck birelfy went into exile in Amsterdam, and attended Lenin's funeral. After the rise of the Nazis, he went into exile in France and the Soviet Union","Academic Dictionaries and Encyclopedias: Wilhelm Pieck,  Spartacus Educational: Wilhelm Pieck",Drew Witte,X,,,
GDR-1950,82144397-1e42-11e4-b4cd-db5882bf8def,265,GDR,Ulbricht,1950-07-25,7/25/1950,1971-05-03,5/3/1971,Regular,Regular,Regular,0,OK,M,1893,1973,1893-06-30,30jun1893,8/1/1973,8/1/1973,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Walter-5FUlbricht&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=oCxMqm-aqThDdC8JdTAvHXuLP2U7ByH85gJn-VkRe9M&e=,0,1,0,0,NA,NA,1,1,1,0,1,0,1,0,0,,Czechoslovakia,1933,1937,0,Spain,1937,1937,0,Russia,1937,1945,0,,1933,1945,1,0,0,0,1,1,Austria,,,"Ulbricht served as a German delegate to the Fourth Congress of the Communist International in Moscow. Also in Moscow, he attended the Lenin School. He traveled to Austria and Czechoslovakia to evaluate the strengths of their communist parties. After the rise of the Nazis, went into exile in Paris. He was also sent to monitor the Spanish Civil War. Between 1933-1938, he lived in exile in Prague and between 1937-1945 in the Soviet Union.",Ulbricht: A political Biography by Carola Stern,Drew Witte,X,,,
GDR-1971,82144398-1e42-11e4-b4cd-db5882bf8def,265,GDR,Honecker,1971-05-03,5/3/1971,1989-10-18,10/18/1989,Regular,Regular,Regular,0,Imprisonment,M,1912,1994,8/25/1912,8/25/1912,5/29/1994,5/29/1994,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Erich-5FHonecker&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=3Bs9gB88yZs7-JbZ-vyNvAl9y7apHXoWYKeAqB1FPQI&e=,0,1,0,2,NA,NA,1,0,0,0,1,0,1,1,0,,Russia,1928,1930,0,Netherlands,1933,1933,0,FRN,1934,1935,0,,1928,1935,1,0,1,0,0,0,,,,"1928-1930, Honecker attended an international communist school in Moscow. During the rise of the Nazis, he went into exile in the Netherlands and France before returning to Germany under the alias ""Marten Tjaden"" and getting arrested in 1935.",Lebendiges Museum Online: Egon Krenz,Drew Witte,X,,,
GDR-1989-1,82147468-1e42-11e4-b4cd-db5882bf8def,265,GDR,Krenz,1989-10-18,10/18/1989,1989-12-03,12/3/1989,Regular,Regular,Regular,0,OK,M,1937,-777,3/19/1937,3/19/1937,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Egon-5FKrenz&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=9t77MIX80UuSxFuGmbczJfUOu8n_rrvoHE9kJ1Y9THo&e=,0,1,0,0,NA,NA,1,0,0,0,1,0,0,0,1,Russian,Russia,1964,1967,0,,,,,,,,,,,,,,,,,0,,,,Krenz attended a communist-training school in Moscow from 1964-1967.,Lebendiges Museum Online: Erich Honecker,Drew Witte,X,,,
GDR-1989-2,82147469-1e42-11e4-b4cd-db5882bf8def,265,GDR,Gysi,1989-12-09,12/9/1989,1990-10-03,10/3/1990,Regular,Foreign,"Irregular, Other",0,OK,M,1948,-777,1/16/1948,1/16/1948,NA,,NA,0,4,111,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,I could not find any evidence that Gysi left the country.,Lebendiges Museum Online: Gregor Gysi,Drew Witte,X,,,
GFR-1949,8213e1ed-1e42-11e4-b4cd-db5882bf8def,260,GFR,Adenauer,1949-09-16,9/16/1949,1963-10-15,10/15/1963,Regular,Regular,Regular,0,OK,M,1876,1967,1876-01-05,05jan1876,4/19/1967,4/19/1967,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Konrad-5FAdenauer&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=2oIwhhKEpE4NdZvEU7O09uy59B_rEi2jO3SFdvJD3qk&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,Adenauer does not seem to have left the country before becoming leader?,Lebendiges Museum Online: Konrad Adenauer,Drew Witte,,,,
GFR-1963,8213e1ee-1e42-11e4-b4cd-db5882bf8def,260,GFR,Erhard,1963-10-16,10/16/1963,1966-12-01,12/1/1966,Regular,Regular,Regular,0,OK,M,1897,1977,1897-02-04,04feb1897,5/5/1977,5/5/1977,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ludwig-5FErhard&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=V6rYD1dQ9r5RjqNlDexTx3bUy8sPRtFmbiASUUbqEes&e=,0,1,0,0,NA,NA,0,1,0,0,0,0,0,0,0,,FRN,,,,Romania,,,,,,,,,,,,,,,,0,,,,Erhard served in World War 1 in France and Romania,Lebendiges Museum Online: Ludwig Erhard,Drew Witte,,,,
GFR-1966,821412c0-1e42-11e4-b4cd-db5882bf8def,260,GFR,Kiesinger,1966-12-01,12/1/1966,1969-10-21,10/21/1969,Regular,Regular,Regular,0,OK,M,1904,1988,4/6/1904,4/6/1904,3/9/1988,3/9/1988,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Kurt-5FGeorg-5FKiesinger&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=g_fiqahdFDqvq0FiFRDdlo5KjZLqh7u8fsHKfkU0z_U&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,I could not find any evidence that Kiesinger left the country.,Lebendiges Museum Online: Kurt Kiesinger,Drew Witte,,,,
GFR-1969,821412c1-1e42-11e4-b4cd-db5882bf8def,260,GFR,Brandt,1969-10-22,10/22/1969,1974-05-06,5/6/1974,Regular,Regular,Regular,0,OK,M,1913,1992,12/18/1913,12/18/1913,10/8/1992,10/8/1992,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Willy-5FBrandt&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=mDqaGYl3qpj_XSt0EsSkFbzcvEyvwLOVsJu-OmUZhBc&e=,0,1,0,0,NA,NA,1,0,1,0,1,0,1,0,1,"Swedish, Norwegian",Norway,1933,1940,0,Sweden,1940,1946,0,Spain,1937,1938,0,FRN,1933,1946,1,0,0,0,1,1,,,,"Brandt fled into exile into Norway in 1933 and Sweden in 1940, where he lived until the end of WWII. He learned both their languages and studied in Norway. He also served as a journalist during the Spanish Civil War. He attended diplomatic talks in Paris as Minister of Foreign Affairs under Kurt Kiesinger.",Lebendiges Museum Online: Willy Brandt,Drew Witte,,,,
GFR-1974,821412c2-1e42-11e4-b4cd-db5882bf8def,260,GFR,Schmidt,1974-05-16,5/16/1974,1982-10-01,10/1/1982,Regular,Regular,Regular,0,OK,M,1918,-777,12/23/1918,12/23/1918,11/10/2015,11/10/2015,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Helmut-5FSchmidt&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=T-_NjHe0iBZbYVBn25Gu4k9eIJNMUbUJ_V8Oj_fyo9o&e=,0,1,0,0,NA,NA,0,1,0,0,0,0,0,0,0,,Russia,,,,Belgium,,,,,,,,,,,,,,,,0,,,,Schmidt served in the Second World War at the Siege of Leningrad in the USSR and the Battle of the Bulge on the Western Front. He was interned in a POW Camp in Belgium,Lebendiges Museum Online: Helmut Schmidt,Drew Witte,,,,
GFR-1982,82144394-1e42-11e4-b4cd-db5882bf8def,260,GFR,Kohl,1982-10-01,10/1/1982,1998-10-27,10/27/1998,Regular,Regular,Regular,0,OK,M,1930,-777,4/3/1930,4/3/1930,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Helmut-5FKohl&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=8YgvJKZSFw3f3eHRUTykj0-lxOyQLJw8XZsQx1xHTL8&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,I could not find any evidence that Kohl left the country.,Lebendiges Museum Online: Helmut Kohl,Drew Witte,,,,
GFR-1998,82144395-1e42-11e4-b4cd-db5882bf8def,260,GFR,Schroder,1998-10-27,10/27/1998,2005-11-22,11/22/2005,Regular,Regular,Regular,0,OK,M,1944,-777,4/7/1944,4/7/1944,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Gerhard-5FSchr-25C3-25B6der&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=oAflpgM-67ssflIZpi6XmIY54eV8nupN10I5OYSsmtY&e=,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,USA,,,Schroeder attended an exchange program for young political leaders in the United States. ,Lebendiges Museum Online: Gerhard Schroeder,Drew Witte,,,,
GFR-2005,82517eaa-1e42-11e4-b4cd-db5882bf8def,260,GFR,Merkel,2005-11-22,11/22/2005,2015-12-31,12/31/2015,Regular,Still in Office,Still in Office,0,Leader Still in Office,F,1954,-777,7/17/1954,7/17/1954,NA,,NA,0,-888,-888,-888,NA,NA,0,0,0,0,0,0,0,0,1,"Russian, English",,,,,,,,,,,,,,,,,,,,,1,Russia,Czech Republic,,Merkel took classes and vacationed in the Soviet Union. She also vacationed in Prague. She took Russian classes and taught herself English.,Becoming Madam Chancellor by Joyce Marie Mushaben (2017),Drew Witte,,,,
GHA-1952,822fbb64-1e42-11e4-b4cd-db5882bf8def,452,GHA,Nkrumah,1952-03-21,3/21/1952,1966-02-24,2/24/1966,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1909,1972,9/21/1909,9/21/1909,4/27/1972,4/27/1972,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Kwame-5FNkrumah&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=yltyQ5vUJO01zF61WCtKOwue0ooFxeedkRqzZHFzmKU&e=,0,3,6,1,NA,NA,1,0,0,0,1,0,0,0,0,,USA,1935,1943,0,UKG,1945,1947,0,,,,,,1935,1947,1,0,0,0,1,0,,,,Nkrumah attended Lincoln University in the United States and began a PHD track in Britian.,Oxford Dictionary of National Biography: Kwame Nkrumah,Drew Witte,,Xin Wu,0,
GHA-1966,822fec3e-1e42-11e4-b4cd-db5882bf8def,452,GHA,Ankrah,1966-02-24,2/24/1966,1969-04-03,4/3/1969,Irregular,Regular,Regular,0,OK,M,1915,1992,8/18/1915,8/18/1915,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Joseph-5FArthur-5FAnkrah&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=3JHpn3Cs4UMW-4wQcZre5yBM--0F6vz0ZA8sQH2S92g&e=,1,1,0,0,NA,NA,0,1,0,0,0,1,0,0,0,,UKG,1946,1947,1,Democratic Republic of the Congo,1960,1960,1,,,,,,1946,1960,1,0,0,0,1,0,,,,Ankrah joined the colonial British Army and fought somewhere in East Africa ( I could not find a source for where). He then went to officer school in the United Kingdom and served in the UN mission into the DRC.,Ghanacastle.gov : Joseph Arthur Ankrah,Drew Witte,,Xin Wu,1,Delete East Africa
GHA-1969-1,822fec3f-1e42-11e4-b4cd-db5882bf8def,452,GHA,Afrifa,1969-04-03,4/3/1969,1969-09-03,9/3/1969,Regular,Regular,Regular,0,OK,M,1936,1979,4/24/1936,4/24/1936,6/26/1979,6/26/1979,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Akwasi-5FAfrifa&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=6xsP7Pp2wNtPnL531PfrTAiz20ueRXz3Fs_6w6vx1Xg&e=,0,1,0,0,NA,NA,0,1,0,0,0,1,0,0,0,,UKG,1958,1962,1,Democratic Republic of the Congo,1964,1965,1,,,,,,1958,1965,1,0,0,1,0,0,,,,Afrifa went to officers' school in the United Kingdom and served in the UN operations in the DRC,Ghanaweb.com : Akwasi Amankwa Afrifa,Drew Witte,,Xin Wu,0,
GHA-1969-2,822fec40-1e42-11e4-b4cd-db5882bf8def,452,GHA,Busia,1969-09-03,9/3/1969,1972-01-13,1/13/1972,Regular,Irregular,"Removed by Military, without Foreign Support",0,Exile,M,1913,1978,7/11/1913,7/11/1913,8/28/1978,8/28/1978,NA,0,3,6,1,NA,NA,1,0,0,0,1,0,1,0,0,,UKG,1935,1969,0,Netherlands,1959,1959,0,,,,,,1935,1969,1,0,0,0,1,0,,,,Busia went to college in the United Kingdom. He also went into exile as the opposition leader against Nkrumah and taught in the United Kingdom and the Netherlands,"Edward A. Ulzen Memorial Foundation: AUGUST 28, 1978: PRIME MINISTER OF 2ND REPUBLIC DR. KOFI ABREFA BUSIA DIES IN LONDON",Drew Witte,,Xin Wu,0,
GHA-1972,822fec41-1e42-11e4-b4cd-db5882bf8def,452,GHA,Acheampong,1972-01-13,1/13/1972,1978-07-05,7/5/1978,Irregular,Irregular,Removed in Military Power Struggle Short of Coup,0,Imprisonment,M,1931,1979,9/23/1931,9/23/1931,6/16/1979,6/16/1979,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ignatius-5FKutu-5FAcheampong&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=UckkzomJE6DAIe52fif0TJvzob1CBwSMGl-Qc6520RI&e=,1,3,16,2,NA,NA,0,1,0,0,0,1,0,0,0,,Democratic Republic of the Congo,1960,1965,1,UKG,1958,1959,1,USA,1959,1961,1,,1958,1965,1,0,0,1,0,0,,,,Acheampong took military training courses in the United Kingdom and the United States. He also served as peacekeeper in the UN intervention in the DRC.,Ghanaweb.com : Ignatius Kutu Acheampong,Drew Witte,,Xin Wu,0,
GHA-1978,822fec42-1e42-11e4-b4cd-db5882bf8def,452,GHA,Akuffo,1978-07-05,7/5/1978,1979-06-04,6/4/1979,Regular,Irregular,"Removed by Military, without Foreign Support",0,Death,M,1937,1979,3/21/1937,3/21/1937,6/26/1979,6/26/1979,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Fred-5FAkuffo&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=6TyK4AorG1owqD0t3xbYMt2JTEnewEIHiPLkC2Hw7lU&e=,0,3,6,3,NA,NA,0,1,0,0,0,1,0,0,0,,UKG,1957,1960,1,India,1973,1973,1,,,,,,1957,1973,0,0,1,0,0,0,,,,Akuffo went to officers' school in the United Kingdom and India,Ghanaweb.com : Fredrick William Kwasi Akuffo,Drew Witte,,Xin Wu,0,
GHA-1979-1,82301d12-1e42-11e4-b4cd-db5882bf8def,452,GHA,Rawlings,1979-06-05,6/5/1979,1979-09-24,9/24/1979,Irregular,Regular,Regular,0,OK,M,1947,-777,6/22/1947,6/22/1947,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Jerry-5FRawlings&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=7Cwm0nMOXo2UtuWUbV7AerUuCun5FcQPe_yMPWvI1Kk&e=,1,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,Rawlings did not leave Ghana before he took power.,Enyclopedia Britannica: Jerry Rawlings,Drew Witte,,Xin Wu,0,
GHA-1979-2,82301d13-1e42-11e4-b4cd-db5882bf8def,452,GHA,Limann,1979-09-24,9/24/1979,1981-12-31,12/31/1981,Regular,Irregular,"Removed by Military, without Foreign Support",0,Imprisonment,M,1934,1998,12/12/1934,12/12/1934,1/23/1998,1/23/1998,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Hilla-5FLimann&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=XJjZ35HjozHxRnbEdHOl5RnQz3fEU1PQFRb_3x_1Xew&e=,0,3,6,2,NA,NA,1,0,1,0,1,0,0,0,1,French,UKG,1957,1960,0,FRN,1960,1965,0,Togo,1968,1971,0,,1957,1971,1,0,0,0,1,,,,,Limann was educated in the United Kingdom and France. He also served as the Official Secretary of Ghana's mission in Togo,Ghanaweb.com : Dr Hilla Limann,Drew Witte,,Xin Wu,0,
GHA-1981,82301d12-1e42-11e4-b4cd-db5882bf8def,452,GHA,Rawlings,1981-12-31,12/31/1981,2001-01-07,1/7/2001,Irregular,Regular,Regular,1,OK,M,1947,-777,6/22/1947,6/22/1947,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Jerry-5FRawlings&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=7Cwm0nMOXo2UtuWUbV7AerUuCun5FcQPe_yMPWvI1Kk&e=,1,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,Rawlings did not leave the country between his two terms in power.,Enyclopedia Britannica: Jerry Rawlings,Drew Witte,,Xin Wu,0,
GHA-2001,82301d14-1e42-11e4-b4cd-db5882bf8def,452,GHA,John Agyekum Kufuor,2001-01-08,1/8/2001,2009-01-07,1/7/2009,Regular,Regular,Regular,0,OK,M,1938,-777,12/8/1938,12/8/1938,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_John-5FKufuor&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=yzdbDHjc2KetU8pYV_C5kfvV2aMMENsCaorSIWuUxeE&e=,0,1,0,0,NA,NA,1,0,1,0,1,0,0,0,0,,UKG,1959,1965,0,USA,1969,1971,0,,,,,,,,,,,,,1,Sierra Leone,,,Kufour was educated in the United Kingdom. He led the Ghanian delegation to the UN general assembly in the U.S. and to the Organization of African Unity in Ethiopia. He also accompanied President Limann to a summit in Sierra Leone,Columbia University World Leaders Forum: John Agyekum Kufuor,Drew Witte,,Xin Wu,1,Did not find any relevant information about Ethiopia's experience
GHA-2009,825397d0-1e42-11e4-b4cd-db5882bf8def,452,GHA,Atta Mills,2009-01-07,1/7/2009,2012-07-24,7/24/2012,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1944,-777,NA,,NA,,NA,0,2,0,-777,NA,NA,1,0,0,0,1,0,0,0,0,,UKG,1966,1968,0,USA,1971,1987,0,Netherlands,1985,1986,0,,1966,1986,1,0,0,0,1,0,,,,Mills was educated in the United Kingdom and a Fulbright scholar to Stanford in the U.S.. He was also a visting professor in the United States and the Netherlands.,GhanaNation.com: John Evans Fifi Atta Mills - Biography. https://web.archive.org/web/20120727011107/http://news1.ghananation.com/articles/267425-john-atta-mills-biography.html,Drew Witte,,Xin Wu,0,
GHA-2012,2b3c671a-3481-11e4-8dba-bbcd9ed46413,452,GHA,John Mahama,2012-07-24,7/24/2012,2015-12-31,12/31/2015,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1958,-777,11/29/1958,11/29/1958,NA,,NA,0,-888,-888,-888,NA,NA,1,0,1,0,1,0,0,0,0,,Russia,1986,1988,0,Japan,1991,1995,1,,,,,,1986,1995,1,0,0,0,1,1,Kenya,,,Mahama obtained a post-graduate degree in Moscow. He also took public relations classes in Japan during his time working for the Japanese embassy in Ghana. He also visited Kenya to attend a management development course.,CEIBS Faculty & Research: Upcoming Events.  https://web.archive.org/web/20160304123832/http://www.ceibs.edu/today/events/55601.shtml,Drew Witte,,Xin Wu,0,Not sure if the international observer team members reside in the region. They do but the timing is post-office
GMY-1858,82131e92-1e42-11e4-b4cd-db5882bf8def,255,GMY,Wilhelm I,1858-10-07,07oct1858,1888-03-09,09mar1888,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1797,1888,1797-03-22,22mar1797,1888-03-09,09mar1888,NA,0,2,0,-777,NA,NA,1,1,0,0,0,0,1,0,0,,FRN,1814,1814,1,UKG,1848,1848,0,,,,,,1848,1848,0,1,0,0,0,1,Russia,,,"Wilhelm was a member of the Prussian Army during the Napoleonic Wars, so he traveled to France to participate in its invasion during the Wars of the Sixth and Seventh Coalition. Shortly afterwards, he traveled to Russia to attend his sister's wedding. Later, during the Revolutions of 1848, Wilhelm went into exile in England.",Encyclopedia Britannica: Wilhelm I,Drew Witte,,,,
GMY-1888-1,82131e93-1e42-11e4-b4cd-db5882bf8def,255,GMY,Friedrich III,1888-03-09,09mar1888,1888-06-15,15jun1888,Regular,Regular,Regular,0,OK,M,1831,1888,NA,,1888-06-15,15jun1888,NA,0,1,0,0,NA,NA,0,1,0,0,0,0,0,0,1,"English, French, Latin",Austria,1866,1866,1,Denmark,1864,1864,1,FRN,1870,1871,1,,,,,,,,,1,Italy,UKG,,"Friedrich was a commander in the Prussian army, so he traveled to Denmark in the Danish War of 1864, Austria in the Seven Weeks of War of 1866, and France in the Franco-Prussian War of 1870-1871. He traveled to London to attend a jubilee for his mother in law Queen Victoria I and traveled to Italy, because his doctors prescirbed the trip to help ease his throat cancer. He received a very liberal education, so he learned English, French and Latin.",Encylopedia Britannica: Friedrich III,Drew Witte,,,,
